"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",72315,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",67288,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",65024,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",60437,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",56812,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",58191,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",56603,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",57522,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",58613,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",55766,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",56016,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",45121,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",77000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",72000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",76000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",66000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",66000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",60376,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",63000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",63000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",64000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",60000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",60758,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",59024,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",57407,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",58778,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",58659,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",54826,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",58515,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",59669,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",61756,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",62982,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",62446,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",58223,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",55438,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",54933,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",53018,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",51941,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",48752,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",50078,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",51167,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",51601,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",49065,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",47444,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",47619,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",50479,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",48670,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",48968,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",49008,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",49618,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",48703,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",47619,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",45745,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",47761,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",44259,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",41347,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",41474,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",40300,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",40123,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",38025,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",38453,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",37719,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",30232,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",19782,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",20507,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",19245,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",18242,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",14974,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",15929,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",15951,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",15942,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",15705,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",13467,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",12334,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",11257,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",11196,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",11115,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",11489,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",11502,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",11170,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",10164,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",9978,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",9922,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",9155,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",8757,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",8955,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",8514,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",8279,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",8375,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",8031,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",8047,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",7447,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",7605,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",7346,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",6861,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",7126,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",6749,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",6209,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",5412,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",5403,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",5549,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",5020,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",4174,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",3498,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",3525,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",3124,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",2984,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",2880,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",2853,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",2882,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",2789,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",2964,
"DNK","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",2808,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",16636,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",16422,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",16013,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",16902,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",16043,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",16047,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",17043,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",16229,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",16028,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",15424,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",15231,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",14801,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",15288,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",15848,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",16531,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",15929,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",16677,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",15652,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",17207,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",17969,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",16975,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",16003,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",15599,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",14959,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",15888,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",15626,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",15321,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",15752,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",15514,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",15834,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",15770,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",15796,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",16947,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",18365,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",18029,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",18094,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",18213,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",18548,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",18462,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",17858,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",16500,"B"
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",16119,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",16458,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",14815,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",12926,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",14672,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",14051,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",14849,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",14233,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",13684,
"SWE","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",12243,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",4669,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",4376,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",4061,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",3965,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",4260,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",4770,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",4794,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",4790,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",4683,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",4601,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",4717,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",4418,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",4367,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",4791,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",4638,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",3767,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",3740,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",3655,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",4036,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",4600,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",4325,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",4271,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",3474,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",3389,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",3814,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",4056,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",3711,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",3925,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",4540,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",4442,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",4482,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",4766,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",5083,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",5379,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",5081,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",4466,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",4302,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",4781,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",4196,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",3160,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",3193,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",3386,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",3358,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",3489,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",3728,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",3692,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",3792,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",3874,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",3973,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",3724,
"LVA","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",3414,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",6405,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",6486,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",6223,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",6020,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",5632,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",4914,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",5117,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",5617,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",6143,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",5694,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",5683,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",5591,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",5482,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",5594,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",5737,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",5518,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",5776,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",5752,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",5577,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",5831,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",6067,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",6494,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",6677,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",6376,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",6610,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",8117,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",8686,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",8496,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",8239,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",7807,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",7757,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",6909,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",6625,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",5985,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",5781,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",6533,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",6018,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",5158,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",5580,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",6615,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",5780,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",5230,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",5610,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",4976,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",5796,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",5831,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",5877,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",6019,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",6119,
"IRL","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",5862,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",377610,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",369177,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",378775,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",353725,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",331000,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",337732,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",359694,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",379046,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",380352,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",367500,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",379235,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",362617,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",358693,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",374107,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",359485,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",327745,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",341921,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",325519,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",342299,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",343604,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",340043,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",385147,"B"
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",395462,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",385384,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",392754,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",388003,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",373082,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",380835,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",377257,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",395689,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",382949,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",375345,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",362054,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",354534,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",339310,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",336619,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",327984,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",335845,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",320614,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",310806,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",288297,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",306266,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",299637,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",291105,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",302435,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",305659,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",308145,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",302656,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",308721,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",300143,
"DEU","ROADACCID","ACCIDENTCASUAL","NBR","A","2020",264499,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",51631,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",52763,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",52696,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",49716,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",48853,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",49132,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",45016,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",46183,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",43592,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",45425,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",46214,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",46690,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",47067,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",48825,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",48146,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",46275,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",45015,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",43947,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",44243,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",46565,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",46338,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",46013,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",44730,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",41791,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",42015,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",38956,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",38253,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",39695,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",39225,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",42348,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",42126,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",43073,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",43175,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",43426,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",42657,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",40896,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",39884,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",41096,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",39173,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",37925,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",35348,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",35129,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",40831,"B"
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",38502,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",37957,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",37960,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",38466,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",37402,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",36846,
"AUT","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",35736,
